step,epoch,loss,ce,dice,lr
8980,3,0.33402,0.15298,0.36207,5.124117053481332e-05
9000,3,0.24959,0.10019,0.29881,5.122098890010091e-05
9020,3,0.34518,0.17781,0.33475,5.120080726538849e-05
9040,3,0.24506,0.09628,0.29757,5.1180625630676085e-05
9060,3,0.28386,0.14181,0.28411,5.116044399596368e-05
9080,3,0.28039,0.12317,0.31444,5.114026236125126e-05
9100,3,0.32123,0.14321,0.35605,5.112008072653885e-05
9120,3,0.21543,0.09923,0.2324,5.109989909182644e-05
9140,3,0.19339,0.06337,0.26004,5.1079717457114033e-05
9160,3,0.30406,0.1464,0.31533,5.105953582240161e-05
9180,3,0.23839,0.11241,0.25197,5.10393541876892e-05
9200,3,0.27013,0.15274,0.23476,5.101917255297679e-05
9220,3,0.53243,0.34573,0.3734,5.099899091826438e-05
9240,3,0.26606,0.10599,0.32014,5.097880928355197e-05
9260,3,0.41099,0.21798,0.38602,5.095862764883956e-05
9280,3,0.2812,0.11925,0.32389,5.093844601412715e-05
9300,3,0.3219,0.2004,0.243,5.091826437941474e-05
9320,3,0.23976,0.10506,0.2694,5.089808274470232e-05
9340,3,0.23043,0.10751,0.24584,5.087790110998991e-05
9360,3,0.46071,0.27222,0.37699,5.0857719475277496e-05
9380,3,0.28233,0.13761,0.28944,5.083753784056509e-05
9400,3,0.3625,0.224,0.277,5.0817356205852674e-05
9420,3,0.17495,0.06735,0.2152,5.079717457114027e-05
9440,3,0.30376,0.14162,0.32426,5.077699293642785e-05
9460,3,0.51521,0.29912,0.43217,5.0756811301715445e-05
9480,3,0.20885,0.09083,0.23604,5.073662966700303e-05
9500,3,0.3729,0.23824,0.26933,5.0716448032290616e-05
9520,3,0.47608,0.22539,0.50137,5.06962663975782e-05
9540,3,0.25809,0.09089,0.3344,5.0676084762865794e-05
9560,3,0.30102,0.15076,0.30052,5.065590312815338e-05
9580,3,0.23379,0.12139,0.2248,5.063572149344097e-05
9600,3,0.53944,0.33835,0.40217,5.061553985872856e-05
9620,3,0.33074,0.16395,0.33358,5.059535822401615e-05
9640,3,0.23109,0.11873,0.22472,5.0575176589303736e-05
9660,3,0.28654,0.17394,0.2252,5.055499495459132e-05
9680,3,0.19465,0.07927,0.23077,5.053481331987891e-05
9700,3,0.26072,0.09631,0.32883,5.05146316851665e-05
9720,3,0.22632,0.1005,0.25164,5.0494450050454086e-05
9740,3,0.27226,0.12793,0.28865,5.047426841574168e-05
9760,3,0.42222,0.26064,0.32316,5.0454086781029264e-05
9780,3,0.21905,0.1172,0.20369,5.0433905146316856e-05
9800,3,0.22806,0.06387,0.32837,5.041372351160444e-05
9820,3,0.31316,0.17785,0.27061,5.039354187689203e-05
9840,3,0.38308,0.19953,0.3671,5.037336024217961e-05
9860,3,0.32205,0.15791,0.32829,5.0353178607467206e-05
9880,3,0.23675,0.10447,0.26455,5.033299697275479e-05
9900,3,0.3813,0.23745,0.2877,5.0312815338042384e-05
9920,3,0.39393,0.21005,0.36777,5.029263370332997e-05
9940,3,0.25227,0.08812,0.32829,5.027245206861756e-05
9960,3,0.30295,0.13385,0.33821,5.025227043390515e-05
9980,3,0.21256,0.10092,0.22328,5.023208879919274e-05
10000,3,0.17098,0.09101,0.15994,5.021190716448032e-05
10020,3,0.23848,0.13323,0.2105,5.019172552976791e-05
10040,3,0.27624,0.12764,0.2972,5.01715438950555e-05
10060,3,0.27792,0.1469,0.26204,5.015136226034309e-05
10080,3,0.19019,0.10241,0.17555,5.013118062563068e-05
10100,3,0.36714,0.19882,0.33664,5.011099899091827e-05
10120,3,0.20099,0.07617,0.24963,5.009081735620585e-05
10140,3,0.21645,0.11246,0.208,5.0070635721493446e-05
10160,3,0.21837,0.0826,0.27155,5.005045408678103e-05
10180,3,0.16698,0.05792,0.21812,5.003027245206862e-05
10200,3,0.43439,0.23897,0.39084,5.00100908173562e-05
10220,3,0.4292,0.2132,0.432,4.9989909182643795e-05
10240,3,0.19684,0.08253,0.22862,4.996972754793139e-05
10260,3,0.18352,0.08378,0.19948,4.994954591321897e-05
10280,3,0.26807,0.13462,0.2669,4.992936427850656e-05
10300,3,0.22373,0.10505,0.23735,4.990918264379415e-05
10320,3,0.24467,0.10505,0.27924,4.9889001009081744e-05
10340,3,0.33659,0.18326,0.30667,4.986881937436932e-05
10360,3,0.28724,0.14316,0.28815,4.984863773965691e-05
10380,3,0.15022,0.06864,0.16317,4.98284561049445e-05
10400,3,0.3608,0.16664,0.38833,4.980827447023209e-05
10420,3,0.33694,0.16674,0.34039,4.978809283551968e-05
10440,3,0.35714,0.1719,0.37049,4.9767911200807265e-05
10460,3,0.1867,0.06714,0.23912,4.974772956609486e-05
10480,3,0.17313,0.05656,0.23315,4.972754793138245e-05
10500,3,0.20501,0.07638,0.25727,4.970736629667003e-05
10520,3,0.22464,0.083,0.28328,4.9687184661957614e-05
10540,3,0.22,0.093,0.25401,4.966700302724521e-05
10560,3,0.28428,0.13498,0.29861,4.96468213925328e-05
10580,3,0.24551,0.13345,0.22412,4.9626639757820385e-05
10600,3,0.21298,0.11055,0.20486,4.960645812310797e-05
10620,3,0.28042,0.13168,0.29748,4.958627648839556e-05
10640,3,0.20356,0.08708,0.23296,4.9566094853683155e-05
10660,3,0.29872,0.1516,0.29425,4.9545913218970734e-05
10680,3,0.29767,0.13224,0.33085,4.952573158425832e-05
10700,3,0.39157,0.24104,0.30106,4.950554994954591e-05
10720,3,0.22838,0.06778,0.32118,4.9485368314833505e-05
10740,3,0.26554,0.0946,0.34188,4.946518668012109e-05
10760,3,0.25249,0.11926,0.26646,4.9445005045408676e-05
10780,3,0.43414,0.19723,0.47383,4.942482341069627e-05
10800,3,0.21459,0.09962,0.22993,4.940464177598386e-05
10820,3,0.23314,0.10257,0.26114,4.938446014127145e-05
10840,3,0.32637,0.15238,0.34796,4.9364278506559026e-05
10860,3,0.65977,0.46528,0.38898,4.934409687184662e-05
10880,3,0.18817,0.07572,0.22489,4.932391523713421e-05
10900,3,0.34915,0.18695,0.32441,4.9303733602421796e-05
10920,3,0.24696,0.08565,0.32262,4.928355196770939e-05
10940,3,0.23218,0.11756,0.22923,4.9263370332996974e-05
10960,3,0.22241,0.08304,0.27873,4.924318869828457e-05
10980,3,0.58617,0.40682,0.3587,4.922300706357215e-05
11000,3,0.26208,0.11008,0.30398,4.920282542885974e-05
11020,3,0.3768,0.22126,0.3111,4.9182643794147324e-05
11040,3,0.3344,0.19163,0.28552,4.9162462159434916e-05
11060,3,0.35908,0.21386,0.29043,4.91422805247225e-05
11080,3,0.27951,0.11999,0.31904,4.9122098890010094e-05
11100,3,0.20505,0.11213,0.18585,4.910191725529768e-05
11120,3,0.3986,0.19563,0.40594,4.908173562058527e-05
11140,3,0.35243,0.15886,0.38715,4.906155398587286e-05
11160,3,0.38249,0.19874,0.36751,4.904137235116045e-05
11180,3,0.31672,0.12559,0.38227,4.902119071644803e-05
11200,3,0.40384,0.23714,0.3334,4.900100908173562e-05
11220,3,0.24685,0.11597,0.26175,4.898082744702321e-05
11240,3,0.3196,0.14537,0.34845,4.89606458123108e-05
11260,3,0.25772,0.10132,0.31279,4.8940464177598386e-05
11280,3,0.20936,0.0898,0.23911,4.892028254288598e-05
11300,3,0.24215,0.11201,0.26028,4.8900100908173564e-05
11320,3,0.47442,0.29396,0.36092,4.8879919273461156e-05
11340,3,0.32206,0.1345,0.37511,4.8859737638748735e-05
11360,3,0.31154,0.17647,0.27013,4.883955600403633e-05
11380,3,0.20691,0.11096,0.19191,4.881937436932391e-05
11400,3,0.2631,0.11048,0.30525,4.8799192734611506e-05
11420,3,0.2438,0.12262,0.24236,4.877901109989909e-05
11440,3,0.19343,0.06851,0.24983,4.8758829465186684e-05
11460,3,0.49097,0.22991,0.52212,4.873864783047427e-05
11480,3,0.39449,0.24371,0.30156,4.871846619576186e-05
11500,3,0.37272,0.21805,0.30936,4.869828456104945e-05
11520,3,0.30646,0.11497,0.38298,4.867810292633703e-05
11540,3,0.37487,0.22897,0.29181,4.865792129162462e-05
11560,3,0.22855,0.07625,0.30461,4.863773965691221e-05
11580,3,0.35675,0.16717,0.37915,4.86175580221998e-05
11600,3,0.39577,0.22579,0.33995,4.859737638748739e-05
11620,3,0.15875,0.08056,0.15638,4.8577194752774975e-05
11640,3,0.17272,0.06669,0.21206,4.855701311806257e-05
11660,3,0.28736,0.15203,0.27067,4.853683148335015e-05
11680,3,0.29841,0.15409,0.28863,4.851664984863774e-05
11700,3,0.31119,0.16576,0.29087,4.8496468213925325e-05
11720,3,0.27918,0.12873,0.30089,4.847628657921292e-05
11740,3,0.25314,0.09227,0.32173,4.84561049445005e-05
11760,3,0.40254,0.24564,0.31379,4.8435923309788095e-05
11780,3,0.26046,0.13505,0.25083,4.841574167507568e-05
11800,3,0.38291,0.23636,0.2931,4.839556004036327e-05
11820,3,0.32805,0.16802,0.32005,4.8375378405650866e-05
11840,3,0.25953,0.0957,0.32766,4.8355196770938445e-05
11860,3,0.23273,0.06817,0.32912,4.833501513622603e-05
11880,3,0.21753,0.07962,0.27582,4.831483350151362e-05
11900,3,0.3118,0.16179,0.30002,4.8294651866801215e-05
11920,3,0.1721,0.06738,0.20946,4.82744702320888e-05
11940,3,0.23828,0.08974,0.29707,4.8254288597376387e-05
11960,4,0.28228,0.12151,0.32155,4.823410696266398e-05
11980,4,0.30244,0.15168,0.30153,4.821392532795157e-05
12000,4,0.24353,0.07853,0.32999,4.819374369323916e-05
12020,4,0.23232,0.10752,0.2496,4.8173562058526736e-05
12040,4,0.31944,0.1753,0.28827,4.815338042381433e-05
12060,4,0.26105,0.1308,0.2605,4.813319878910192e-05
12080,4,0.2057,0.07457,0.26226,4.8113017154389507e-05
12100,4,0.14958,0.06437,0.17042,4.809283551967709e-05
12120,4,0.2462,0.13891,0.21458,4.8072653884964685e-05
12140,4,0.18399,0.08751,0.19297,4.805247225025228e-05
12160,4,0.47726,0.26792,0.41869,4.803229061553986e-05
12180,4,0.19736,0.08575,0.22321,4.801210898082744e-05
12200,4,0.29604,0.15059,0.2909,4.7991927346115034e-05
12220,4,0.46806,0.31257,0.31098,4.7971745711402627e-05
12240,4,0.21805,0.06007,0.31597,4.795156407669021e-05
12260,4,0.16115,0.08796,0.14639,4.79313824419778e-05
12280,4,0.20915,0.09538,0.22755,4.791120080726539e-05
12300,4,0.41253,0.28276,0.25953,4.789101917255298e-05
12320,4,0.2703,0.12785,0.28488,4.787083753784057e-05
12340,4,0.20596,0.10587,0.20017,4.7850655903128154e-05
12360,4,0.20186,0.10109,0.20154,4.783047426841574e-05
12380,4,0.30758,0.12914,0.35687,4.781029263370333e-05
12400,4,0.19928,0.11058,0.1774,4.779011099899092e-05
12420,4,0.32047,0.15615,0.32864,4.7769929364278504e-05
12440,4,0.21075,0.09758,0.22635,4.7749747729566096e-05
12460,4,0.32073,0.21821,0.20503,4.772956609485369e-05
12480,4,0.19838,0.09146,0.21385,4.7709384460141274e-05
12500,4,0.45975,0.30213,0.31525,4.768920282542886e-05
12520,4,0.32112,0.14793,0.34639,4.7669021190716446e-05
12540,4,0.2731,0.14558,0.25503,4.764883955600404e-05
12560,4,0.21511,0.09746,0.2353,4.7628657921291624e-05
12580,4,0.2578,0.11811,0.27936,4.760847628657921e-05
12600,4,0.19947,0.08354,0.23186,4.75882946518668e-05
12620,4,0.25142,0.12426,0.25432,4.7568113017154394e-05
12640,4,0.2045,0.08714,0.23471,4.754793138244198e-05
12660,4,0.21528,0.06928,0.29199,4.752774974772957e-05
12680,4,0.20752,0.10271,0.20962,4.750756811301716e-05
12700,4,0.19167,0.07291,0.23751,4.7487386478304744e-05
12720,4,0.33568,0.16194,0.34747,4.746720484359233e-05
12740,4,0.24864,0.12596,0.24536,4.744702320887992e-05
12760,4,0.26907,0.11514,0.30785,4.742684157416751e-05
12780,4,0.39029,0.23939,0.30181,4.74066599394551e-05
12800,4,0.45837,0.2609,0.39493,4.7386478304742686e-05
12820,4,0.28355,0.12132,0.32446,4.736629667003028e-05
12840,4,0.28586,0.15979,0.25214,4.7346115035317864e-05
12860,4,0.20699,0.08026,0.25346,4.732593340060545e-05
12880,4,0.30649,0.16864,0.27571,4.7305751765893035e-05
12900,4,0.22314,0.0875,0.27128,4.728557013118063e-05
12920,4,0.21927,0.10289,0.23276,4.726538849646821e-05
12940,4,0.25971,0.16123,0.19696,4.7245206861755806e-05
12960,4,0.51995,0.29651,0.44687,4.722502522704339e-05
12980,4,0.20308,0.08268,0.2408,4.7204843592330984e-05
13000,4,0.31054,0.14927,0.32254,4.718466195761857e-05
13020,4,0.2824,0.12749,0.30981,4.7164480322906155e-05
13040,4,0.27869,0.12645,0.30449,4.714429868819374e-05
13060,4,0.2707,0.13655,0.26831,4.712411705348133e-05
13080,4,0.24206,0.12395,0.23623,4.710393541876892e-05
13100,4,0.21927,0.09629,0.24595,4.708375378405651e-05
13120,4,0.34133,0.17928,0.32409,4.70635721493441e-05
13140,4,0.1491,0.06532,0.16755,4.704339051463169e-05
13160,4,0.23698,0.11427,0.24544,4.7023208879919275e-05
13180,4,0.17471,0.10184,0.14575,4.700302724520687e-05
13200,4,0.34122,0.18253,0.31738,4.6982845610494446e-05
13220,4,0.26747,0.16216,0.21062,4.696266397578204e-05
13240,4,0.34349,0.23649,0.21399,4.6942482341069625e-05
13260,4,0.12274,0.06339,0.11869,4.692230070635722e-05
13280,4,0.25881,0.15566,0.20631,4.69021190716448e-05
13300,4,0.19594,0.10949,0.1729,4.6881937436932395e-05
13320,4,0.14886,0.08542,0.12689,4.686175580221998e-05
13340,4,0.19311,0.08087,0.22447,4.684157416750757e-05
13360,4,0.21786,0.11702,0.20169,4.682139253279515e-05
13380,4,0.27979,0.201,0.15758,4.6801210898082745e-05
13400,4,0.56213,0.33868,0.44691,4.678102926337033e-05
13420,4,0.24681,0.13473,0.22417,4.676084762865792e-05
13440,4,0.2558,0.1414,0.2288,4.674066599394551e-05
13460,4,0.50759,0.32846,0.35826,4.67204843592331e-05
13480,4,0.20463,0.09058,0.2281,4.670030272452069e-05
13500,4,0.26243,0.11284,0.29917,4.668012108980828e-05
13520,4,0.29667,0.20841,0.17652,4.6659939455095865e-05
13540,4,0.15672,0.08049,0.15245,4.663975782038345e-05
13560,4,0.2205,0.10971,0.22157,4.661957618567104e-05
13580,4,0.21252,0.09524,0.23455,4.659939455095863e-05
13600,4,0.25873,0.13886,0.23975,4.6579212916246214e-05
13620,4,0.21152,0.09693,0.2292,4.6559031281533806e-05
13640,4,0.21979,0.1133,0.21298,4.65388496468214e-05
13660,4,0.25174,0.14083,0.22183,4.6518668012108985e-05
13680,4,0.13607,0.07304,0.12606,4.649848637739657e-05
13700,4,0.16734,0.07258,0.18953,4.6478304742684156e-05
13720,4,0.15329,0.07841,0.14977,4.645812310797175e-05
13740,4,0.29287,0.11624,0.35326,4.6437941473259334e-05
13760,4,0.25277,0.10271,0.30012,4.641775983854692e-05
13780,4,0.16338,0.07308,0.1806,4.639757820383451e-05
13800,4,0.30005,0.15658,0.28693,4.6377396569122105e-05
13820,4,0.15478,0.05423,0.20109,4.635721493440969e-05
13840,4,0.27307,0.13679,0.27256,4.6337033299697276e-05
13860,4,0.39943,0.27715,0.24456,4.631685166498486e-05
13880,4,0.22199,0.07808,0.28782,4.6296670030272454e-05
13900,4,0.33268,0.18367,0.29801,4.627648839556004e-05
13920,4,0.38214,0.22615,0.31198,4.6256306760847625e-05
13940,4,0.3312,0.18015,0.3021,4.623612512613522e-05
13960,4,0.17754,0.08444,0.18618,4.621594349142281e-05
13980,4,0.20223,0.10179,0.20088,4.6195761856710396e-05
14000,4,0.33996,0.20281,0.27432,4.617558022199798e-05
14020,4,0.18839,0.08818,0.20042,4.6155398587285574e-05
14040,4,0.22937,0.13094,0.19685,4.613521695257316e-05
14060,4,0.23663,0.15392,0.16542,4.6115035317860745e-05
14080,4,0.23378,0.15296,0.16165,4.609485368314833e-05
14100,4,0.33572,0.21517,0.2411,4.6074672048435924e-05
14120,4,0.37218,0.16554,0.41328,4.6054490413723516e-05
14140,4,0.18273,0.07621,0.21304,4.60343087790111e-05
14160,4,0.21007,0.11127,0.19759,4.601412714429869e-05
14180,4,0.25163,0.14274,0.21778,4.599394550958628e-05
14200,4,0.33251,0.17134,0.32234,4.5973763874873865e-05
14220,4,0.17528,0.07513,0.20031,4.595358224016145e-05
14240,4,0.20247,0.10029,0.20435,4.593340060544904e-05
14260,4,0.28555,0.16806,0.23498,4.591321897073663e-05
14280,4,0.16963,0.06276,0.21374,4.589303733602422e-05
14300,4,0.41929,0.25302,0.33255,4.587285570131181e-05
14320,4,0.20248,0.06396,0.27705,4.58526740665994e-05
14340,4,0.12341,0.05695,0.13292,4.5832492431886985e-05
14360,4,0.24668,0.13184,0.22968,4.581231079717458e-05
14380,4,0.26743,0.15529,0.22426,4.579212916246216e-05
14400,4,0.19286,0.12272,0.14028,4.577194752774975e-05
14420,4,0.32099,0.18756,0.26687,4.5751765893037335e-05
14440,4,0.35963,0.19842,0.32242,4.573158425832493e-05
14460,4,0.22057,0.12793,0.18529,4.571140262361251e-05
14480,4,0.29458,0.14343,0.30231,4.5691220988900106e-05
14500,4,0.16908,0.09,0.15817,4.567103935418769e-05
14520,4,0.26849,0.13057,0.27584,4.5650857719475284e-05
14540,4,0.58977,0.42427,0.331,4.563067608476286e-05
14560,4,0.18563,0.08807,0.19512,4.5610494450050455e-05
14580,4,0.1692,0.07259,0.19321,4.559031281533804e-05
14600,4,0.19656,0.08781,0.2175,4.557013118062563e-05
14620,4,0.25577,0.09419,0.32318,4.554994954591322e-05
14640,4,0.28232,0.13152,0.3016,4.552976791120081e-05
14660,4,0.13202,0.06807,0.12791,4.55095862764884e-05
14680,4,0.14875,0.07729,0.14292,4.548940464177599e-05
14700,4,0.23719,0.13411,0.20616,4.5469223007063575e-05
14720,4,0.1914,0.06426,0.25428,4.544904137235116e-05
14740,4,0.27787,0.12791,0.29992,4.5428859737638746e-05
14760,4,0.37883,0.24103,0.27561,4.540867810292634e-05
14780,4,0.39387,0.28415,0.21943,4.5388496468213924e-05
14800,4,0.3339,0.177,0.3138,4.536831483350152e-05
14820,4,0.23577,0.1398,0.19193,4.53481331987891e-05
14840,4,0.21121,0.11408,0.19425,4.5327951564076695e-05
14860,4,0.16746,0.07382,0.18729,4.530776992936428e-05
14880,4,0.22833,0.13138,0.1939,4.5287588294651866e-05
14900,4,0.43495,0.3134,0.2431,4.526740665993945e-05
14920,4,0.14843,0.06237,0.17211,4.5247225025227044e-05
14940,4,0.18198,0.1017,0.16056,4.522704339051463e-05
14960,4,0.27909,0.16776,0.22266,4.520686175580222e-05
14980,4,0.30744,0.13657,0.34174,4.518668012108981e-05
15000,4,0.21079,0.08494,0.25171,4.51664984863774e-05
15020,4,0.18608,0.09778,0.17662,4.5146316851664986e-05
15040,4,0.15368,0.07258,0.16218,4.512613521695257e-05
15060,4,0.3798,0.22101,0.31759,4.510595358224016e-05
15080,4,0.32417,0.16474,0.31886,4.508577194752775e-05
15100,4,0.17218,0.09737,0.14962,4.5065590312815336e-05
15120,4,0.28463,0.14436,0.28053,4.504540867810293e-05
15140,4,0.14767,0.06636,0.16262,4.5025227043390514e-05
15160,4,0.30295,0.13002,0.34586,4.5005045408678106e-05
15180,4,0.24734,0.13851,0.21766,4.498486377396569e-05
15200,4,0.35666,0.18871,0.3359,4.4964682139253285e-05
15220,4,0.18248,0.07304,0.21889,4.494450050454087e-05
15240,4,0.3497,0.15113,0.39713,4.4924318869828456e-05
15260,4,0.18838,0.09734,0.18208,4.490413723511604e-05
15280,4,0.43531,0.27126,0.32811,4.4883955600403634e-05
15300,4,0.17107,0.08726,0.16761,4.4863773965691226e-05
15320,4,0.44124,0.24246,0.39756,4.484359233097881e-05
15340,4,0.20509,0.11382,0.18255,4.48234106962664e-05
15360,4,0.39042,0.25786,0.26513,4.480322906155399e-05
15380,4,0.36337,0.19236,0.34203,4.4783047426841576e-05
15400,4,0.29266,0.1758,0.23372,4.476286579212916e-05
15420,4,0.13931,0.05798,0.16266,4.474268415741675e-05
15440,4,0.21482,0.09827,0.2331,4.472250252270434e-05
15460,4,0.16943,0.06355,0.21175,4.470232088799193e-05
15480,4,0.28842,0.1671,0.24263,4.468213925327952e-05
15500,4,0.26065,0.09684,0.32763,4.4661957618567103e-05
15520,4,0.26077,0.15673,0.20808,4.4641775983854696e-05
15540,4,0.16066,0.0764,0.16853,4.462159434914229e-05
15560,4,0.22895,0.09739,0.26312,4.460141271442987e-05
15580,4,0.24572,0.14215,0.20715,4.458123107971745e-05
15600,4,0.26621,0.11023,0.31194,4.4561049445005045e-05
15620,4,0.3265,0.17471,0.30358,4.454086781029264e-05
15640,4,0.19945,0.10642,0.18606,4.4520686175580223e-05
15660,4,0.19105,0.10082,0.18047,4.450050454086781e-05
15680,4,0.19958,0.10871,0.18174,4.44803229061554e-05
15700,4,0.14761,0.07739,0.14044,4.4460141271442994e-05
15720,4,0.1922,0.0937,0.19702,4.443995963673057e-05
15740,4,0.26292,0.10751,0.31081,4.441977800201816e-05
15760,4,0.4801,0.33081,0.29856,4.439959636730575e-05
15780,4,0.23267,0.10525,0.25484,4.4379414732593344e-05
15800,4,0.19707,0.08694,0.22027,4.435923309788093e-05
15820,4,0.18775,0.07662,0.22225,4.4339051463168515e-05
15840,4,0.15384,0.08015,0.14738,4.431886982845611e-05
15860,4,0.32566,0.1324,0.38652,4.42986881937437e-05
15880,4,0.24903,0.13981,0.21844,4.4278506559031285e-05
15900,4,0.30171,0.1705,0.26242,4.4258324924318864e-05
15920,4,0.73574,0.59269,0.2861,4.423814328960646e-05
15940,5,0.32328,0.19715,0.25227,4.421796165489405e-05
15960,5,0.51916,0.36,0.31832,4.4197780020181635e-05
15980,5,0.15644,0.06654,0.17981,4.417759838546922e-05
16000,5,0.23531,0.11698,0.23666,4.415741675075681e-05
16020,5,0.24342,0.12625,0.23434,4.4137235116044405e-05
16040,5,0.14888,0.0563,0.18515,4.411705348133199e-05
16060,5,0.38164,0.23558,0.29212,4.409687184661957e-05
16080,5,0.21492,0.1042,0.22143,4.407669021190716e-05
16100,5,0.31976,0.16713,0.30525,4.4056508577194755e-05
16120,5,0.1814,0.09302,0.17676,4.403632694248234e-05
16140,5,0.27842,0.12034,0.31615,4.4016145307769926e-05
16160,5,0.16526,0.07177,0.18698,4.399596367305752e-05
16180,5,0.24038,0.13745,0.20586,4.397578203834511e-05
16200,5,0.28276,0.16212,0.24129,4.39556004036327e-05
16220,5,0.18129,0.07237,0.21783,4.3935418768920276e-05
16240,5,0.21514,0.09317,0.24394,4.391523713420787e-05
16260,5,0.14207,0.07553,0.13307,4.389505549949546e-05
16280,5,0.21935,0.10259,0.23351,4.3874873864783046e-05
16300,5,0.21588,0.13606,0.15964,4.385469223007063e-05
16320,5,0.32282,0.13764,0.37035,4.3834510595358224e-05
16340,5,0.21043,0.14025,0.14036,4.381432896064582e-05
16360,5,0.18444,0.09353,0.18182,4.37941473259334e-05
16380,5,0.2374,0.12749,0.21983,4.377396569122099e-05
16400,5,0.16708,0.10022,0.13372,4.3753784056508574e-05
16420,5,0.24981,0.09307,0.31349,4.3733602421796166e-05
16440,5,0.1283,0.05946,0.13769,4.371342078708375e-05
16460,5,0.18577,0.0898,0.19194,4.3693239152371344e-05
16480,5,0.56592,0.4201,0.29163,4.367305751765894e-05
16500,5,0.16657,0.0801,0.17295,4.365287588294652e-05
16520,5,0.20234,0.12335,0.158,4.363269424823411e-05
16540,5,0.23167,0.15178,0.15978,4.36125126135217e-05
16560,5,0.18811,0.06514,0.24593,4.3592330978809286e-05
16580,5,0.26494,0.14858,0.23273,4.357214934409687e-05
16600,5,0.20689,0.09313,0.22753,4.355196770938446e-05
16620,5,0.27343,0.1393,0.26827,4.353178607467205e-05
16640,5,0.14871,0.06479,0.16784,4.351160443995964e-05
16660,5,0.30683,0.14721,0.31923,4.349142280524723e-05
16680,5,0.16582,0.07444,0.18277,4.3471241170534814e-05
16700,5,0.32908,0.23602,0.18613,4.3451059535822406e-05
16720,5,0.18657,0.07582,0.2215,4.343087790111e-05
16740,5,0.27285,0.15373,0.23824,4.341069626639758e-05
16760,5,0.16146,0.09631,0.13029,4.339051463168516e-05
16780,5,0.19996,0.10918,0.18158,4.3370332996972756e-05
16800,5,0.22934,0.13157,0.19553,4.335015136226035e-05
16820,5,0.1138,0.05522,0.11716,4.3329969727547934e-05
16840,5,0.24648,0.13708,0.21878,4.330978809283552e-05
16860,5,0.24303,0.15304,0.17997,4.328960645812311e-05
16880,5,0.15844,0.08165,0.15356,4.3269424823410704e-05
16900,5,0.35414,0.23806,0.23217,4.324924318869828e-05
16920,5,0.22005,0.09435,0.25141,4.322906155398587e-05
16940,5,0.17851,0.09343,0.17016,4.320887991927346e-05
16960,5,0.26666,0.11854,0.29625,4.3188698284561054e-05
16980,5,0.21163,0.1011,0.22106,4.316851664984864e-05
17000,5,0.35273,0.22431,0.25684,4.3148335015136225e-05
17020,5,0.28722,0.18576,0.20292,4.312815338042382e-05
17040,5,0.23444,0.12644,0.216,4.310797174571141e-05
17060,5,0.21508,0.09252,0.24512,4.308779011099899e-05
17080,5,0.16057,0.07237,0.17639,4.3067608476286575e-05
17100,5,0.20171,0.11691,0.1696,4.304742684157417e-05
17120,5,0.14032,0.05914,0.16236,4.302724520686176e-05
17140,5,0.19089,0.09001,0.20175,4.3007063572149345e-05
17160,5,0.21484,0.10958,0.21051,4.298688193743693e-05
17180,5,0.21962,0.10533,0.22858,4.2966700302724523e-05
17200,5,0.22318,0.11238,0.2216,4.2946518668012116e-05
17220,5,0.17419,0.07705,0.19427,4.29263370332997e-05
17240,5,0.33011,0.20674,0.24674,4.290615539858728e-05
17260,5,0.19401,0.09348,0.20105,4.288597376387487e-05
17280,5,0.27245,0.1536,0.23771,4.2865792129162465e-05
17300,5,0.22454,0.09233,0.26443,4.284561049445005e-05
17320,5,0.13085,0.06555,0.13061,4.282542885973764e-05
17340,5,0.28027,0.15288,0.25478,4.280524722502523e-05
17360,5,0.35844,0.21895,0.27897,4.278506559031282e-05
17380,5,0.16966,0.07264,0.19406,4.276488395560041e-05
17400,5,0.29323,0.15136,0.28374,4.2744702320887986e-05
17420,5,0.21718,0.10223,0.22989,4.272452068617558e-05
17440,5,0.23057,0.13425,0.19262,4.270433905146317e-05
17460,5,0.37361,0.24451,0.25821,4.268415741675076e-05
17480,5,0.45235,0.31161,0.28148,4.266397578203834e-05
17500,5,0.37328,0.21641,0.31375,4.2643794147325935e-05
17520,5,0.26702,0.16069,0.21265,4.262361251261353e-05
17540,5,0.17239,0.08973,0.16533,4.260343087790111e-05
17560,5,0.20673,0.11888,0.17569,4.25832492431887e-05
17580,5,0.39766,0.25457,0.28617,4.2563067608476284e-05
17600,5,0.27206,0.14861,0.2469,4.254288597376388e-05
17620,5,0.14549,0.09136,0.10825,4.252270433905146e-05
17640,5,0.49755,0.32486,0.34537,4.250252270433905e-05
17660,5,0.16416,0.07856,0.17121,4.248234106962664e-05
17680,5,0.134,0.07748,0.11304,4.246215943491423e-05
17700,5,0.25989,0.15084,0.21811,4.244197780020182e-05
17720,5,0.2833,0.13514,0.29632,4.2421796165489404e-05
17740,5,0.15726,0.08039,0.15374,4.240161453077699e-05
17760,5,0.13012,0.0743,0.11165,4.238143289606458e-05
17780,5,0.15535,0.07919,0.15233,4.236125126135217e-05
17800,5,0.23749,0.12597,0.22303,4.2341069626639754e-05
17820,5,0.20491,0.08406,0.24171,4.2320887991927346e-05
17840,5,0.25062,0.15073,0.19976,4.230070635721494e-05
17860,5,0.21191,0.09215,0.23953,4.2280524722502524e-05
17880,5,0.20813,0.11068,0.19488,4.226034308779011e-05
17900,5,0.17281,0.08702,0.17159,4.22401614530777e-05
