epoch,train_loss,train_ce,train_dice,val_loss,val_mean_iou,val_pixel_acc,val_mean_acc,val_mean_dice,val_clothes_iou,lr,epoch_time_s
1,0.595471996286637,0.33929649592063066,0.5123510012126352,0.3411080936254081,0.647163451226731,0.9535937293101165,0.7716602831873656,0.7670764562640094,0.901630974259947,4.586339217191098e-05,1285.9
2,0.32733353602150117,0.15381052721026223,0.34704601784128264,0.29692940139501106,0.6922469752118212,0.9588289896647135,0.8097711103362127,0.8084207594578853,0.9091592961883614,3.057559478127398e-05,1610.8
3,0.2900205676417693,0.13774264579541592,0.30455584366278476,0.2765825236584507,0.7076821468694503,0.9614586867855094,0.8195447929840775,0.8200279116942969,0.9126542300380759,1.5287797390636994e-05,1510.7
4,0.26463540112524925,0.12732272423022095,0.2746253534403431,0.27311019752658694,0.7152272125782809,0.9622212684760659,0.8273478898107406,0.8261022277231796,0.913980294404559,0.0,1259.1
