step,epoch,loss,ce,dice,lr
840,1,0.45541,0.19652,0.51778,5.7927858787413656e-05
860,1,0.43899,0.14816,0.58165,5.785111281657713e-05
880,1,0.54448,0.27692,0.53511,5.77743668457406e-05
900,1,0.70741,0.37433,0.66615,5.7697620874904074e-05
920,1,0.44121,0.17716,0.52809,5.7620874904067536e-05
940,1,0.57497,0.28676,0.57642,5.7544128933231005e-05
960,1,0.38644,0.13997,0.49295,5.746738296239448e-05
980,1,0.40446,0.13627,0.53639,5.739063699155794e-05
1000,1,0.56288,0.28824,0.54929,5.7313891020721417e-05
1020,1,0.74542,0.46519,0.56047,5.7237145049884885e-05
1040,1,0.50874,0.24269,0.53208,5.716039907904835e-05
1060,1,0.42287,0.16552,0.51469,5.708365310821182e-05
1080,1,0.54091,0.26414,0.55354,5.700690713737529e-05
1100,1,0.42516,0.1731,0.50412,5.693016116653876e-05
1120,1,0.49006,0.18661,0.6069,5.685341519570223e-05
1140,1,0.51795,0.24754,0.54081,5.6776669224865695e-05
1160,1,0.52346,0.28426,0.47841,5.6699923254029164e-05
1180,1,0.40244,0.18462,0.43565,5.662317728319263e-05
1200,1,0.39591,0.17224,0.44735,5.654643131235611e-05
1220,1,0.35859,0.13062,0.45593,5.646968534151957e-05
1240,1,0.62981,0.37488,0.50986,5.639293937068304e-05
1260,1,0.57602,0.27345,0.60515,5.631619339984651e-05
1280,1,0.81816,0.52326,0.58979,5.623944742900998e-05
1300,1,0.53275,0.23437,0.59675,5.616270145817345e-05
1320,1,0.37182,0.13368,0.47629,5.608595548733692e-05
1340,1,0.50839,0.26087,0.49503,5.6009209516500386e-05
1360,1,0.41387,0.19286,0.44204,5.5932463545663855e-05
1380,1,0.3819,0.12871,0.50638,5.585571757482732e-05
1400,1,0.46999,0.2289,0.48217,5.577897160399079e-05
1420,1,0.37267,0.12719,0.49096,5.570222563315426e-05
1440,1,0.48407,0.22908,0.50999,5.562547966231773e-05
1460,1,0.42734,0.18417,0.48634,5.55487336914812e-05
1480,1,0.43077,0.20969,0.44216,5.5471987720644665e-05
1500,1,0.46158,0.20369,0.5158,5.5395241749808134e-05
1520,1,0.31009,0.10873,0.40271,5.531849577897161e-05
1540,1,0.35512,0.13945,0.43134,5.524174980813507e-05
1560,1,0.49772,0.25202,0.49139,5.516500383729854e-05
1580,1,0.36154,0.13867,0.44573,5.5088257866462014e-05
1600,1,0.33785,0.11897,0.43777,5.5011511895625476e-05
1620,1,0.39678,0.14708,0.49941,5.493476592478895e-05
1640,1,0.58734,0.31216,0.55035,5.485801995395242e-05
1660,1,0.42517,0.2161,0.41815,5.478127398311589e-05
1680,1,0.389,0.16336,0.45127,5.4704528012279356e-05
1700,1,0.40507,0.16597,0.47821,5.4627782041442825e-05
1720,1,0.37612,0.16952,0.4132,5.45510360706063e-05
1740,1,0.51227,0.23973,0.54509,5.447429009976976e-05
1760,1,0.46005,0.23377,0.45256,5.439754412893323e-05
1780,1,0.45712,0.20362,0.507,5.4320798158096705e-05
1800,1,0.3307,0.14195,0.37749,5.424405218726017e-05
1820,1,0.45891,0.22556,0.46669,5.416730621642364e-05
1840,1,0.30038,0.09663,0.4075,5.409056024558711e-05
1860,1,0.46407,0.1774,0.57335,5.401381427475057e-05
1880,1,0.68739,0.40303,0.56871,5.393706830391405e-05
1900,1,0.41935,0.19009,0.45852,5.3860322333077516e-05
1920,1,0.3814,0.15991,0.44297,5.3783576362240984e-05
1940,1,0.39226,0.17954,0.42544,5.370683039140445e-05
1960,1,0.54598,0.34954,0.39289,5.363008442056792e-05
1980,1,0.39788,0.16809,0.45957,5.355333844973139e-05
2000,1,0.34964,0.14629,0.4067,5.347659247889486e-05
2020,1,0.43131,0.19328,0.47607,5.339984650805833e-05
2040,1,0.27853,0.09554,0.36599,5.33231005372218e-05
2060,1,0.28137,0.10295,0.35684,5.324635456638526e-05
2080,1,0.28279,0.10782,0.34994,5.316960859554874e-05
2100,1,0.43546,0.18268,0.50555,5.309286262471221e-05
2120,1,0.4107,0.16986,0.48167,5.301611665387567e-05
2140,1,0.34841,0.1432,0.41043,5.2939370683039144e-05
2160,1,0.65087,0.40738,0.48698,5.286262471220261e-05
2180,1,0.35754,0.11087,0.49334,5.2785878741366074e-05
2200,1,0.36114,0.14427,0.43373,5.270913277052955e-05
2220,1,0.3275,0.12196,0.41108,5.263238679969302e-05
2240,1,0.33779,0.1599,0.35577,5.2555640828856486e-05
2260,1,0.37815,0.19734,0.36163,5.2478894858019954e-05
2280,1,0.33622,0.13807,0.39631,5.240214888718342e-05
2300,1,0.46039,0.22506,0.47065,5.232540291634689e-05
2320,1,0.37116,0.1707,0.40091,5.224865694551036e-05
2340,1,0.37004,0.1149,0.51028,5.2171910974673835e-05
2360,1,0.32752,0.15143,0.35218,5.2095165003837296e-05
2380,1,0.39224,0.19882,0.38682,5.2018419033000765e-05
2400,1,0.32587,0.10553,0.44067,5.194167306216424e-05
2420,1,0.49949,0.25582,0.48734,5.186492709132771e-05
2440,1,0.34429,0.14546,0.39767,5.178818112049118e-05
2460,1,0.25462,0.08612,0.33699,5.1711435149654645e-05
2480,1,0.38551,0.17795,0.41512,5.1634689178818114e-05
2500,1,0.47983,0.19243,0.5748,5.155794320798158e-05
2520,1,0.42068,0.2045,0.43235,5.148119723714505e-05
2540,1,0.29748,0.13571,0.32353,5.1404451266308526e-05
2560,1,0.38688,0.1485,0.47676,5.132770529547199e-05
2580,1,0.32933,0.10954,0.43958,5.1250959324635456e-05
2600,1,0.30263,0.11115,0.38297,5.117421335379893e-05
2620,1,0.48058,0.24732,0.46652,5.109746738296239e-05
2640,1,0.57652,0.28728,0.57847,5.102072141212587e-05
2660,1,0.30457,0.11319,0.38276,5.0943975441289336e-05
2680,1,0.34643,0.11503,0.4628,5.08672294704528e-05
2700,1,0.72941,0.43351,0.59181,5.079048349961627e-05
2720,1,0.32756,0.11675,0.42162,5.071373752877974e-05
2740,1,0.30282,0.11654,0.37256,5.063699155794321e-05
2760,1,0.34586,0.13943,0.41286,5.056024558710668e-05
2780,1,0.38044,0.19027,0.38035,5.0483499616270147e-05
2800,1,0.39927,0.17175,0.45505,5.0406753645433615e-05
2820,1,0.36845,0.17675,0.38342,5.0330007674597083e-05
2840,1,0.31887,0.13571,0.36633,5.025326170376056e-05
2860,1,0.35362,0.13737,0.4325,5.017651573292403e-05
2880,1,0.4211,0.18173,0.47873,5.009976976208749e-05
2900,1,0.43476,0.2206,0.42832,5.002302379125096e-05
2920,1,0.39757,0.14293,0.50927,4.994627782041443e-05
2940,1,0.35175,0.15238,0.39874,4.9869531849577894e-05
2960,1,0.3303,0.13692,0.38675,4.979278587874137e-05
2980,1,0.30814,0.10858,0.3991,4.971603990790484e-05
3000,1,0.52391,0.26635,0.51513,4.96392939370683e-05
3020,1,0.35031,0.13125,0.43812,4.9562547966231774e-05
3040,1,0.38254,0.17451,0.41605,4.948580199539524e-05
3060,1,0.33099,0.13273,0.39653,4.940905602455871e-05
3080,1,0.35348,0.13086,0.44524,4.933231005372218e-05
3100,1,0.53526,0.30065,0.46923,4.925556408288565e-05
3120,1,0.5213,0.30435,0.43391,4.9178818112049117e-05
3140,1,0.42006,0.22014,0.39983,4.9102072141212585e-05
3160,1,0.4183,0.23112,0.37435,4.902532617037606e-05
3180,1,0.26154,0.11448,0.29412,4.894858019953953e-05
3200,1,0.3134,0.10584,0.41512,4.887183422870299e-05
3220,1,0.46842,0.25446,0.42793,4.8795088257866465e-05
3240,1,0.5834,0.38318,0.40042,4.8718342287029934e-05
3260,1,0.43014,0.2101,0.44007,4.86415963161934e-05
3280,1,0.38739,0.18117,0.41243,4.856485034535687e-05
3300,1,0.35224,0.15184,0.4008,4.848810437452034e-05
3320,1,0.49057,0.25106,0.47901,4.841135840368381e-05
3340,1,0.25244,0.09672,0.31145,4.8334612432847276e-05
3360,1,0.3023,0.13398,0.33665,4.825786646201075e-05
3380,1,0.41377,0.17426,0.47902,4.818112049117421e-05
3400,1,0.45153,0.2406,0.42187,4.810437452033768e-05
3420,1,0.4345,0.20284,0.46332,4.8027628549501156e-05
3440,1,0.32574,0.13871,0.37406,4.795088257866462e-05
3460,1,0.37239,0.18038,0.38402,4.787413660782809e-05
3480,1,0.47765,0.22911,0.49708,4.779739063699156e-05
3500,1,0.32213,0.11646,0.41133,4.772064466615502e-05
3520,1,0.45757,0.25334,0.40847,4.764389869531849e-05
3540,1,0.37508,0.20017,0.34981,4.756715272448197e-05
3560,1,0.35302,0.13603,0.43397,4.749040675364544e-05
3580,1,0.37802,0.18202,0.39199,4.7413660782808904e-05
3600,1,0.3696,0.12615,0.4869,4.733691481197237e-05
3620,1,0.35563,0.13236,0.44655,4.726016884113584e-05
3640,1,0.45142,0.2317,0.43943,4.718342287029931e-05
3660,1,0.34495,0.12245,0.445,4.710667689946278e-05
3680,1,0.36197,0.14714,0.42966,4.702993092862625e-05
3700,1,0.30748,0.13074,0.35348,4.6953184957789714e-05
3720,1,0.2336,0.09882,0.26955,4.687643898695318e-05
3740,1,0.60136,0.3692,0.46433,4.679969301611666e-05
3760,1,0.39706,0.19026,0.41361,4.672294704528012e-05
3780,1,0.38858,0.17899,0.41917,4.6646201074443595e-05
3800,1,0.31823,0.12802,0.38042,4.656945510360706e-05
3820,1,0.26248,0.098,0.32896,4.6492709132770525e-05
3840,1,0.28667,0.15709,0.25914,4.6415963161934e-05
3860,1,0.28366,0.08151,0.40429,4.633921719109747e-05
3880,1,0.32566,0.1311,0.38912,4.626247122026094e-05
3900,1,0.28088,0.09517,0.37144,4.6185725249424405e-05
3920,1,0.3302,0.11382,0.43276,4.6108979278587874e-05
3940,1,0.47117,0.27879,0.38476,4.603223330775135e-05
3960,1,0.38463,0.17077,0.4277,4.595548733691481e-05
3980,1,0.39892,0.17278,0.45229,4.5878741366078286e-05
4000,2,0.34038,0.15462,0.37153,4.5801995395241754e-05
4020,2,0.53454,0.31379,0.4415,4.5725249424405216e-05
4040,2,0.30972,0.12828,0.36288,4.564850345356869e-05
4060,2,0.29119,0.10724,0.3679,4.557175748273216e-05
4080,2,0.4154,0.2024,0.426,4.549501151189563e-05
4100,2,0.47571,0.27383,0.40376,4.5418265541059096e-05
4120,2,0.31465,0.16024,0.30882,4.5341519570222565e-05
4140,2,0.36233,0.18926,0.34616,4.526477359938603e-05
4160,2,0.4684,0.26494,0.40692,4.51880276285495e-05
4180,2,0.29294,0.11935,0.34718,4.511128165771298e-05
4200,2,0.20081,0.07867,0.24427,4.503453568687644e-05
4220,2,0.31728,0.12915,0.37626,4.495778971603991e-05
4240,2,0.4693,0.27471,0.38919,4.4881043745203375e-05
4260,2,0.24609,0.10515,0.28188,4.4804297774366844e-05
4280,2,0.41208,0.18773,0.4487,4.472755180353032e-05
4300,2,0.21254,0.08939,0.2463,4.465080583269379e-05
4320,2,0.42771,0.22257,0.41029,4.4574059861857256e-05
4340,2,0.32637,0.11228,0.42819,4.449731389102072e-05
4360,2,0.39158,0.22043,0.34231,4.442056792018419e-05
4380,2,0.29645,0.11277,0.36737,4.434382194934767e-05
4400,2,0.30931,0.13584,0.34694,4.426707597851113e-05
4420,2,0.41185,0.26836,0.28697,4.41903300076746e-05
4440,2,0.3055,0.09977,0.41146,4.4113584036838066e-05
4460,2,0.32972,0.14844,0.36257,4.4036838066001535e-05
4480,2,0.36929,0.19786,0.34286,4.396009209516501e-05
4500,2,0.32634,0.11816,0.41636,4.388334612432848e-05
4520,2,0.31814,0.11664,0.40301,4.380660015349194e-05
4540,2,0.32838,0.17074,0.31529,4.372985418265541e-05
4560,2,0.3768,0.19379,0.36602,4.3653108211818883e-05
4580,2,0.23014,0.10402,0.25225,4.3576362240982345e-05
4600,2,0.5652,0.3692,0.39199,4.349961627014582e-05
4620,2,0.29754,0.12664,0.34179,4.342287029930929e-05
4640,2,0.21583,0.08241,0.26686,4.334612432847276e-05
4660,2,0.28011,0.10625,0.34772,4.3269378357636226e-05
4680,2,0.23662,0.11056,0.25214,4.3192632386799694e-05
4700,2,0.37438,0.16844,0.41188,4.311588641596317e-05
4720,2,0.29517,0.12238,0.34559,4.303914044512663e-05
4740,2,0.29308,0.11778,0.35061,4.29623944742901e-05
4760,2,0.34286,0.15313,0.37947,4.288564850345357e-05
4780,2,0.30649,0.11306,0.38686,4.2808902532617036e-05
4800,2,0.52498,0.31289,0.42418,4.273215656178051e-05
4820,2,0.47582,0.21233,0.52699,4.265541059094398e-05
4840,2,0.44726,0.24114,0.41224,4.257866462010744e-05
4860,2,0.52064,0.29242,0.45644,4.250191864927091e-05
4880,2,0.30527,0.15417,0.3022,4.2425172678434385e-05
4900,2,0.28247,0.09449,0.37595,4.234842670759785e-05
4920,2,0.43303,0.22008,0.42588,4.227168073676132e-05
4940,2,0.26212,0.09885,0.32653,4.219493476592479e-05
4960,2,0.22831,0.08702,0.28259,4.211818879508825e-05
4980,2,0.31296,0.16281,0.3003,4.204144282425173e-05
5000,2,0.49282,0.28269,0.42025,4.19646968534152e-05
5020,2,0.38497,0.16542,0.43911,4.1887950882578664e-05
5040,2,0.33724,0.17722,0.32005,4.181120491174213e-05
5060,2,0.29156,0.0998,0.38352,4.17344589409056e-05
5080,2,0.46131,0.27364,0.37534,4.1657712970069076e-05
5100,2,0.30039,0.10219,0.39641,4.1580966999232544e-05
5120,2,0.35796,0.15641,0.40311,4.150422102839601e-05
5140,2,0.55304,0.37335,0.35939,4.142747505755948e-05
5160,2,0.2255,0.07022,0.31056,4.135072908672294e-05
5180,2,0.36952,0.18286,0.37333,4.127398311588642e-05
5200,2,0.32532,0.1546,0.34144,4.119723714504989e-05
5220,2,0.37384,0.19081,0.36607,4.1120491174213355e-05
5240,2,0.26902,0.09566,0.34671,4.104374520337682e-05
5260,2,0.28681,0.12644,0.32074,4.096699923254029e-05
5280,2,0.40086,0.23868,0.32435,4.089025326170376e-05
5300,2,0.25967,0.07778,0.36378,4.081350729086723e-05
5320,2,0.34429,0.16246,0.36367,4.0736761320030704e-05
5340,2,0.21058,0.08,0.26117,4.0660015349194165e-05
5360,2,0.58734,0.41278,0.34914,4.0583269378357634e-05
5380,2,0.3032,0.12747,0.35147,4.050652340752111e-05
5400,2,0.35003,0.17884,0.3424,4.042977743668458e-05
5420,2,0.32977,0.15762,0.34431,4.0353031465848046e-05
5440,2,0.43329,0.2823,0.30198,4.0276285495011514e-05
5460,2,0.32137,0.13244,0.37786,4.019953952417498e-05
5480,2,0.31018,0.15076,0.31884,4.0122793553338444e-05
5500,2,0.37001,0.15575,0.42852,4.004604758250192e-05
5520,2,0.31728,0.14656,0.34142,3.9969301611665395e-05
5540,2,0.22296,0.10081,0.24429,3.9892555640828856e-05
5560,2,0.3958,0.19807,0.39547,3.9815809669992325e-05
5580,2,0.27712,0.10341,0.34744,3.973906369915579e-05
5600,2,0.43799,0.20242,0.47114,3.966231772831926e-05
5620,2,0.29805,0.12386,0.34838,3.958557175748274e-05
5640,2,0.28205,0.1277,0.3087,3.9508825786646205e-05
5660,2,0.30477,0.11713,0.37527,3.943207981580967e-05
5680,2,0.29712,0.14587,0.30251,3.9355333844973135e-05
5700,2,0.33519,0.14325,0.38388,3.927858787413661e-05
5720,2,0.25519,0.09629,0.31781,3.920184190330008e-05
5740,2,0.3123,0.11869,0.38722,3.912509593246355e-05
5760,2,0.25919,0.10008,0.31822,3.9048349961627016e-05
5780,2,0.35026,0.1796,0.34132,3.8971603990790484e-05
5800,2,0.20488,0.11407,0.18163,3.889485801995395e-05
5820,2,0.22783,0.09127,0.27313,3.881811204911743e-05
5840,2,0.36687,0.19329,0.34717,3.8741366078280896e-05
5860,2,0.36093,0.16535,0.39116,3.866462010744436e-05
5880,2,0.2208,0.0893,0.26301,3.8587874136607826e-05
5900,2,0.27518,0.0895,0.37134,3.85111281657713e-05
5920,2,0.33516,0.17157,0.32717,3.843438219493477e-05
5940,2,0.28795,0.10098,0.37393,3.835763622409824e-05
5960,2,0.32367,0.12565,0.39604,3.828089025326171e-05
5980,2,0.41891,0.23212,0.37357,3.820414428242517e-05
6000,2,0.31063,0.14591,0.32943,3.8127398311588644e-05
6020,2,0.24702,0.11054,0.27295,3.805065234075211e-05
6040,2,0.5501,0.339,0.4222,3.797390636991558e-05
6060,2,0.21352,0.09188,0.24328,3.789716039907905e-05
6080,2,0.23407,0.09031,0.28753,3.782041442824252e-05
6100,2,0.26619,0.1029,0.32659,3.7743668457405986e-05
6120,2,0.39017,0.23476,0.31081,3.7666922486569454e-05
6140,2,0.28176,0.1252,0.31312,3.759017651573293e-05
6160,2,0.30069,0.12033,0.36073,3.75134305448964e-05
6180,2,0.22677,0.08355,0.28643,3.743668457405986e-05
6200,2,0.21771,0.06035,0.31472,3.735993860322333e-05
6220,2,0.26166,0.10168,0.31994,3.72831926323868e-05
6240,2,0.33077,0.15953,0.34248,3.720644666155027e-05
6260,2,0.32043,0.14014,0.36059,3.712970069071374e-05
6280,2,0.37952,0.18405,0.39095,3.705295471987721e-05
6300,2,0.42512,0.26001,0.33023,3.697620874904067e-05
6320,2,0.32035,0.16537,0.30996,3.6899462778204145e-05
6340,2,0.21049,0.0853,0.25038,3.682271680736762e-05
6360,2,0.27784,0.12918,0.29731,3.674597083653108e-05
6380,2,0.26261,0.12863,0.26794,3.666922486569455e-05
6400,2,0.2521,0.07947,0.34527,3.659247889485802e-05
6420,2,0.30848,0.14233,0.3323,3.651573292402149e-05
6440,2,0.33397,0.16501,0.33793,3.643898695318496e-05
6460,2,0.33738,0.15704,0.36067,3.636224098234843e-05
6480,2,0.22826,0.07122,0.31407,3.628549501151189e-05
6500,2,0.21707,0.08304,0.26807,3.620874904067536e-05
6520,2,0.30744,0.13199,0.35091,3.6132003069838836e-05
6540,2,0.53939,0.326,0.42678,3.6055257099002304e-05
6560,2,0.35453,0.17268,0.3637,3.597851112816577e-05
6580,2,0.36297,0.16676,0.39241,3.590176515732924e-05
6600,2,0.39965,0.21482,0.36966,3.582501918649271e-05
6620,2,0.44999,0.27103,0.35793,3.574827321565618e-05
6640,2,0.5751,0.36166,0.42687,3.567152724481965e-05
6660,2,0.29308,0.11139,0.36337,3.559478127398312e-05
6680,2,0.18801,0.06624,0.24353,3.5518035303146583e-05
6700,2,0.71047,0.48745,0.44605,3.544128933231005e-05
6720,2,0.16912,0.06506,0.20812,3.536454336147353e-05
6740,2,0.3247,0.13109,0.38721,3.528779739063699e-05
6760,2,0.24731,0.10986,0.27489,3.5211051419800464e-05
6780,2,0.56074,0.37744,0.36661,3.513430544896393e-05
6800,2,0.39055,0.22483,0.33145,3.5057559478127394e-05
6820,2,0.21631,0.08257,0.26749,3.498081350729087e-05
6840,2,0.21548,0.08423,0.26249,3.490406753645434e-05
6860,2,0.61242,0.42697,0.37089,3.4827321565617806e-05
6880,2,0.27733,0.1288,0.29706,3.4750575594781274e-05
6900,2,0.2684,0.11827,0.30026,3.467382962394474e-05
6920,2,0.29519,0.14468,0.30103,3.459708365310821e-05
6940,2,0.29427,0.09834,0.39187,3.452033768227168e-05
6960,2,0.34363,0.14761,0.39206,3.4443591711435155e-05
6980,2,0.27323,0.12498,0.29651,3.436684574059862e-05
7000,2,0.22581,0.09242,0.26678,3.4290099769762085e-05
7020,2,0.20565,0.08336,0.24458,3.421335379892555e-05
7040,2,0.34762,0.16832,0.35861,3.413660782808903e-05
7060,2,0.30599,0.12503,0.36193,3.40598618572525e-05
7080,2,0.20519,0.09225,0.22587,3.3983115886415965e-05
7100,2,0.27448,0.12636,0.29624,3.3906369915579434e-05
7120,2,0.43183,0.25289,0.35787,3.3829623944742895e-05
7140,2,0.3883,0.17774,0.42113,3.375287797390637e-05
7160,2,0.30584,0.14053,0.33062,3.3676132003069846e-05
7180,2,0.39649,0.17965,0.43369,3.359938603223331e-05
7200,2,0.48939,0.28708,0.40462,3.3522640061396776e-05
7220,2,0.31689,0.16269,0.30842,3.3445894090560244e-05
7240,2,0.40082,0.19271,0.41623,3.336914811972371e-05
7260,2,0.21115,0.10484,0.21263,3.329240214888719e-05
7280,2,0.39735,0.19046,0.41377,3.3215656178050656e-05
7300,2,0.23138,0.08614,0.29048,3.3138910207214125e-05
7320,2,0.28503,0.11395,0.34217,3.3062164236377586e-05
7340,2,0.31946,0.10957,0.41978,3.298541826554106e-05
7360,2,0.29647,0.09275,0.40744,3.290867229470454e-05
7380,2,0.22684,0.09382,0.26604,3.2831926323868e-05
7400,2,0.42171,0.22153,0.40038,3.275518035303147e-05
7420,2,0.25738,0.09895,0.31685,3.2678434382194935e-05
7440,2,0.24193,0.10253,0.2788,3.2601688411358404e-05
7460,2,0.22088,0.09734,0.24707,3.252494244052187e-05
7480,2,0.3558,0.17143,0.36873,3.244819646968535e-05
7500,2,0.25118,0.08595,0.33046,3.237145049884881e-05
7520,2,0.37747,0.19176,0.37143,3.229470452801228e-05
7540,2,0.43096,0.27734,0.30725,3.221795855717575e-05
7560,2,0.35842,0.1447,0.42743,3.2141212586339214e-05
7580,2,0.30163,0.16108,0.28109,3.206446661550269e-05
7600,2,0.28481,0.13397,0.30168,3.198772064466616e-05
7620,2,0.28435,0.13286,0.30299,3.191097467382962e-05
7640,2,0.19344,0.0745,0.23789,3.183422870299309e-05
7660,2,0.40854,0.20314,0.4108,3.175748273215656e-05
7680,2,0.60438,0.40086,0.40704,3.168073676132004e-05
7700,2,0.35346,0.16961,0.3677,3.16039907904835e-05
7720,2,0.28309,0.10932,0.34754,3.152724481964697e-05
7740,2,0.25726,0.11408,0.28635,3.145049884881044e-05
7760,2,0.30567,0.15184,0.30767,3.1373752877973905e-05
7780,2,0.22881,0.09107,0.27548,3.129700690713738e-05
7800,2,0.26203,0.10705,0.30998,3.122026093630085e-05
7820,2,0.35388,0.19635,0.31505,3.114351496546431e-05
7840,2,0.23592,0.06686,0.33811,3.106676899462778e-05
7860,2,0.3124,0.16144,0.30191,3.0990023023791254e-05
7880,2,0.26726,0.08825,0.35803,3.091327705295472e-05
7900,2,0.32889,0.15539,0.34701,3.083653108211819e-05
7920,2,0.22813,0.08757,0.28111,3.075978511128166e-05
7940,2,0.17942,0.07311,0.21262,3.068303914044512e-05
7960,2,0.26897,0.10366,0.33062,3.0606293169608596e-05
7980,3,0.23844,0.10168,0.27351,3.052954719877207e-05
8000,3,0.22879,0.07398,0.30961,3.0452801227935536e-05
8020,3,0.22479,0.10955,0.23049,3.0376055257099e-05
8040,3,0.29928,0.12029,0.35797,3.029930928626247e-05
8060,3,0.27713,0.09915,0.35595,3.022256331542594e-05
8080,3,0.44844,0.23823,0.42042,3.0145817344589413e-05
8100,3,0.23158,0.09416,0.27485,3.0069071373752882e-05
8120,3,0.25496,0.10262,0.30467,2.9992325402916347e-05
8140,3,0.31595,0.13762,0.35667,2.9915579432079815e-05
8160,3,0.38874,0.17425,0.42899,2.9838833461243287e-05
8180,3,0.43441,0.23266,0.40349,2.9762087490406752e-05
8200,3,0.3643,0.16109,0.40642,2.9685341519570227e-05
8220,3,0.45571,0.264,0.38342,2.9608595548733692e-05
8240,3,0.26819,0.10414,0.3281,2.9531849577897157e-05
8260,3,0.28983,0.13396,0.31173,2.9455103607060633e-05
8280,3,0.27172,0.12058,0.30228,2.9378357636224098e-05
8300,3,0.2685,0.11306,0.31089,2.930161166538757e-05
8320,3,0.20457,0.07838,0.25236,2.9224865694551038e-05
8340,3,0.42346,0.19862,0.44968,2.9148119723714503e-05
8360,3,0.29131,0.13905,0.30451,2.9071373752877978e-05
8380,3,0.26303,0.09926,0.32754,2.8994627782041443e-05
8400,3,0.39817,0.23771,0.32091,2.8917881811204908e-05
8420,3,0.38859,0.18629,0.40458,2.8841135840368383e-05
8440,3,0.19449,0.07627,0.23645,2.876438986953185e-05
8460,3,0.32896,0.15062,0.35667,2.868764389869532e-05
8480,3,0.19505,0.07454,0.24102,2.861089792785879e-05
8500,3,0.24022,0.06997,0.3405,2.8534151957022254e-05
8520,3,0.32213,0.16573,0.31279,2.845740598618573e-05
8540,3,0.55635,0.32654,0.45963,2.8380660015349194e-05
8560,3,0.49016,0.28401,0.41231,2.8303914044512666e-05
8580,3,0.23311,0.08334,0.29954,2.8227168073676134e-05
8600,3,0.21534,0.08226,0.26617,2.81504221028396e-05
8620,3,0.19281,0.0758,0.23401,2.807367613200307e-05
8640,3,0.19693,0.07608,0.2417,2.799693016116654e-05
8660,3,0.40388,0.19518,0.41739,2.792018419033001e-05
8680,3,0.32057,0.15909,0.32298,2.7843438219493476e-05
8700,3,0.2115,0.09969,0.22362,2.7766692248656945e-05
8720,3,0.29432,0.13697,0.3147,2.7689946277820416e-05
8740,3,0.40427,0.22604,0.35646,2.7613200306983885e-05
8760,3,0.35939,0.18051,0.35777,2.753645433614735e-05
8780,3,0.30006,0.12362,0.35289,2.7459708365310822e-05
8800,3,0.25456,0.09263,0.32385,2.738296239447429e-05
8820,3,0.31156,0.18495,0.25322,2.7306216423637762e-05
8840,3,0.24717,0.07646,0.34141,2.7229470452801227e-05
8860,3,0.16968,0.06265,0.21406,2.7152724481964695e-05
8880,3,0.3685,0.15654,0.42393,2.7075978511128167e-05
8900,3,0.21463,0.0988,0.23167,2.6999232540291636e-05
8920,3,0.25487,0.10666,0.29642,2.6922486569455107e-05
8940,3,0.37976,0.21616,0.32719,2.6845740598618572e-05
8960,3,0.37081,0.23691,0.2678,2.676899462778204e-05
